pick_up_zone,drop_off_zone,weight
107.0,143.0,1435
107.0,144.0,6305
107.0,148.0,7259
107.0,151.0,1095
107.0,152.0,216
107.0,158.0,4783
107.0,161.0,18031
107.0,162.0,14504
107.0,163.0,5502
107.0,164.0,14482
107.0,166.0,781
107.0,170.0,24766
107.0,186.0,12142
107.0,209.0,1129
107.0,211.0,5172
107.0,224.0,4170
107.0,229.0,8605
107.0,230.0,6409
107.0,231.0,7917
107.0,232.0,3081
107.0,233.0,10984
107.0,234.0,15317
107.0,236.0,6050
107.0,237.0,8217
107.0,238.0,2282
107.0,239.0,3192
107.0,243.0,420
107.0,244.0,518
107.0,246.0,5756
107.0,249.0,11902
107.0,261.0,1630
107.0,262.0,3730
107.0,263.0,4601
113.0,4.0,3817
113.0,12.0,168
113.0,13.0,3313
113.0,24.0,280
113.0,41.0,447
113.0,42.0,310
113.0,43.0,1844
113.0,45.0,741
113.0,48.0,5296
113.0,50.0,1693
113.0,68.0,8289
113.0,74.0,439
113.0,75.0,806
113.0,79.0,13616
113.0,87.0,2883
113.0,88.0,771
113.0,90.0,8613
113.0,100.0,4716
113.0,107.0,10387
113.0,113.0,8311
113.0,114.0,7575
113.0,116.0,225
113.0,120.0,17
113.0,125.0,3685
113.0,127.0,115
113.0,128.0,20
113.0,137.0,4499
113.0,140.0,1805
113.0,141.0,2835
113.0,142.0,3490
113.0,143.0,1063
113.0,144.0,6480
113.0,148.0,4775
113.0,151.0,782
113.0,152.0,139
113.0,158.0,6707
113.0,161.0,11682
113.0,162.0,5188
113.0,163.0,3626
113.0,164.0,9100
113.0,166.0,657
113.0,170.0,9400
113.0,186.0,6418
113.0,209.0,777
113.0,211.0,6796
113.0,224.0,2034
113.0,229.0,2632
113.0,230.0,4999
113.0,231.0,9744
113.0,232.0,2071
113.0,233.0,3105
113.0,234.0,12368
113.0,236.0,3202
113.0,237.0,4743
113.0,238.0,1629
113.0,239.0,2327
113.0,243.0,261
113.0,244.0,357
113.0,246.0,5752
113.0,249.0,11452
113.0,261.0,2140
113.0,262.0,1368
113.0,263.0,1603
114.0,4.0,2727
114.0,12.0,102
114.0,13.0,2295
114.0,24.0,260
114.0,41.0,454
114.0,42.0,351
114.0,43.0,1394
114.0,45.0,745
114.0,48.0,4407
114.0,50.0,1301
114.0,68.0,5819
114.0,74.0,439
114.0,75.0,825
114.0,79.0,12279
114.0,87.0,2714
114.0,88.0,640
114.0,90.0,6007
114.0,100.0,3211
114.0,107.0,9143
114.0,113.0,6605
114.0,114.0,4632
114.0,116.0,271
114.0,120.0,21
114.0,125.0,1928
114.0,127.0,99
114.0,128.0,19
114.0,137.0,3320
114.0,140.0,1562
114.0,141.0,2477
114.0,142.0,2467
114.0,143.0,899
114.0,144.0,4020
114.0,148.0,4572
114.0,151.0,664
114.0,152.0,173
114.0,158.0,5144
114.0,161.0,7768
114.0,162.0,3846
114.0,163.0,2539
114.0,164.0,6570
114.0,166.0,636
114.0,170.0,6872
114.0,186.0,4642
114.0,209.0,761
114.0,211.0,2953
114.0,224.0,1602
114.0,229.0,2180
114.0,230.0,4121
114.0,231.0,7218
114.0,232.0,1827
114.0,233.0,2431
114.0,234.0,9661
114.0,236.0,2301
114.0,237.0,3091
114.0,238.0,1253
114.0,239.0,1759
114.0,243.0,199
114.0,244.0,382
114.0,246.0,3811
114.0,249.0,8307
114.0,261.0,2016
114.0,262.0,1103
114.0,263.0,1680
116.0,4.0,33
116.0,12.0,14
116.0,13.0,26
116.0,24.0,198
